"Category","Order Date","Segment","Number of Records","Sales Target","Column6","Updated_Order_Date"
Office Supplies,"7/14/11",Corporate,1,"16.6842","","2011-14-07"
Office Supplies,"7/14/11",Home Office,1,"64.55316","","2011-14-07"
Technology,"7/14/11",Consumer,1,"37.482","","2011-14-07"
Technology,"7/14/11",Home Office,1,"41.33376","","2011-14-07"
Office Supplies,"7/15/11",Corporate,1,"5.6244","","2011-15-07"
Technology,"7/15/11",Corporate,1,"2.7027","","2011-15-07"
Furniture,"7/18/11",Home Office,1,"279.86688","","2011-18-07"
Office Supplies,"7/18/11",Consumer,1,"15.01632","","2011-18-07"
Furniture,"7/19/11",Corporate,1,"76.9104","","2011-19-07"
Office Supplies,"7/19/11",Corporate,1,"25.6776","","2011-19-07"
Office Supplies,"7/19/11",Home Office,1,"6.7056","","2011-19-07"
Technology,"7/19/11",Corporate,1,"334.7814","","2011-19-07"
Furniture,"7/20/11",Consumer,1,"42.5898","","2011-20-07"
Furniture,"7/20/11",Home Office,1,"858.37632","","2011-20-07"
Office Supplies,"7/20/11",Consumer,1,"260.4432","","2011-20-07"
Office Supplies,"7/20/11",Corporate,1,"482.0214","","2011-20-07"
Office Supplies,"7/20/11",Home Office,1,"298.29168","","2011-20-07"
Technology,"7/20/11",Corporate,1,"41.1012","","2011-20-07"
Furniture,"7/21/11",Corporate,1,"1,818.96","","2011-21-07"
Office Supplies,"7/21/11",Corporate,1,"164.1826","","2011-21-07"
Technology,"7/21/11",Consumer,1,"37.0594","","2011-21-07"
Furniture,"7/22/11",Consumer,1,"772.62264","","2011-22-07"
Office Supplies,"7/22/11",Consumer,1,"305.86708","","2011-22-07"
Office Supplies,"7/22/11",Home Office,1,"20.2704","","2011-22-07"
Technology,"7/22/11",Consumer,1,"171.1786","","2011-22-07"
Office Supplies,"7/23/11",Consumer,1,"17.922","","2011-23-07"
Office Supplies,"7/23/11",Corporate,1,"44.77","","2011-23-07"
Technology,"7/23/11",Consumer,1,"1,506.78","","2011-23-07"
Technology,"7/23/11",Corporate,1,"914.04288","","2011-23-07"
Furniture,"7/25/11",Consumer,1,"68.5696","","2011-25-07"
Office Supplies,"7/25/11",Consumer,1,"8,735.85","","2011-25-07"
Office Supplies,"7/25/11",Home Office,1,"21.78","","2011-25-07"
Furniture,"7/26/11",Consumer,1,"799.91976","","2011-26-07"
Office Supplies,"7/26/11",Consumer,1,"2,145.29","","2011-26-07"
Technology,"7/26/11",Consumer,1,"1,453.53","","2011-26-07"
Technology,"7/26/11",Corporate,1,"108.5721","","2011-26-07"
Office Supplies,"7/27/11",Corporate,1,"314.6952","","2011-27-07"
Technology,"7/27/11",Consumer,1,"204.68","","2011-27-07"
Furniture,"7/28/11",Consumer,1,"128.58912","","2011-28-07"
Office Supplies,"7/28/11",Consumer,1,"68.95776","","2011-28-07"
Furniture,"7/30/11",Corporate,1,"1,190.02","","2011-30-07"
Furniture,"8/1/11",Corporate,1,"47.65824","","2011-01-08"
Office Supplies,"8/1/11",Consumer,1,"19.55448","","2011-01-08"
Office Supplies,"8/1/11",Corporate,1,"152.41728","","2011-01-08"
Office Supplies,"8/1/11",Home Office,1,"5.0552","","2011-01-08"
Office Supplies,"8/2/11",Home Office,1,"778.572","","2011-02-08"
Technology,"8/2/11",Home Office,1,"18.232","","2011-02-08"
Furniture,"8/3/11",Consumer,1,"203.4375","","2011-03-08"
Office Supplies,"8/3/11",Consumer,1,"181.1798","","2011-03-08"
Office Supplies,"8/3/11",Home Office,1,"83.7216","","2011-03-08"
Office Supplies,"8/4/11",Consumer,1,"1,553.47","","2011-04-08"
Office Supplies,"8/4/11",Corporate,1,"376.168","","2011-04-08"
Technology,"8/4/11",Consumer,1,"403.9596","","2011-04-08"
Technology,"8/4/11",Corporate,1,"263.0826","","2011-04-08"
Furniture,"8/5/11",Consumer,1,"704.9679","","2011-05-08"
Furniture,"8/5/11",Corporate,1,"1,178.68","","2011-05-08"
Office Supplies,"8/5/11",Consumer,1,"178.1672","","2011-05-08"
Office Supplies,"8/5/11",Corporate,1,"100.9899","","2011-05-08"
Technology,"8/5/11",Consumer,1,"14.2332","","2011-05-08"
Technology,"8/5/11",Corporate,1,"142.7895","","2011-05-08"
Technology,"8/6/11",Consumer,1,"273.4056","","2011-06-08"
Furniture,"8/8/11",Consumer,1,"519.94912","","2011-08-08"
Furniture,"8/8/11",Home Office,1,"47.9532","","2011-08-08"
Office Supplies,"8/8/11",Consumer,1,"454.454","","2011-08-08"
Office Supplies,"8/8/11",Home Office,1,"207.93375","","2011-08-08"
Technology,"8/8/11",Consumer,1,"1,637.40","","2011-08-08"
Technology,"8/8/11",Home Office,1,"909.4679","","2011-08-08"
Office Supplies,"8/9/11",Consumer,1,"2,018.12","","2011-09-08"
Office Supplies,"8/9/11",Corporate,1,"16.95168","","2011-09-08"
Office Supplies,"8/9/11",Home Office,1,"22.3416","","2011-09-08"
Technology,"8/9/11",Corporate,1,"164.11328","","2011-09-08"
Technology,"8/9/11",Home Office,1,"1,375.85","","2011-09-08"
Furniture,"8/11/11",Consumer,1,"11.609","","2011-11-08"
Office Supplies,"8/11/11",Consumer,1,"461.2335","","2011-11-08"
Furniture,"8/12/11",Consumer,1,"80.3136","","2011-12-08"
Office Supplies,"8/12/11",Consumer,1,"13.4784","","2011-12-08"
Office Supplies,"8/12/11",Corporate,1,"198.1721","","2011-12-08"
Office Supplies,"8/12/11",Home Office,1,"268.9344","","2011-12-08"
Technology,"8/12/11",Consumer,1,"1,154.47","","2011-12-08"
Technology,"8/12/11",Home Office,1,"173.23152","","2011-12-08"
Furniture,"8/15/11",Consumer,1,"193.18464","","2011-15-08"
Office Supplies,"8/15/11",Consumer,1,"660.59892","","2011-15-08"
Furniture,"8/16/11",Consumer,1,"725.1282","","2011-16-08"
Office Supplies,"8/17/11",Corporate,1,"166.79728","","2011-17-08"
Technology,"8/17/11",Corporate,1,"339.96","","2011-17-08"
Furniture,"8/19/11",Consumer,1,"600.4908","","2011-19-08"
Furniture,"8/19/11",Corporate,1,"318.164","","2011-19-08"
Office Supplies,"8/19/11",Consumer,1,"103.4476","","2011-19-08"
Office Supplies,"8/19/11",Corporate,1,"410.22234","","2011-19-08"
Furniture,"8/20/11",Consumer,1,"379.2348","","2011-20-08"
Furniture,"8/20/11",Corporate,1,"440.2112","","2011-20-08"
Office Supplies,"8/20/11",Corporate,1,"834.5701","","2011-20-08"
Office Supplies,"8/22/11",Consumer,1,"19.95968","","2011-22-08"
Office Supplies,"8/22/11",Home Office,1,"3.99024","","2011-22-08"
Furniture,"8/23/11",Consumer,1,"3.67488","","2011-23-08"
Office Supplies,"8/23/11",Consumer,1,"351.83552","","2011-23-08"
Office Supplies,"8/23/11",Corporate,1,"52.0464","","2011-23-08"
Office Supplies,"8/23/11",Home Office,1,"17.8848","","2011-23-08"
Technology,"8/23/11",Consumer,1,"140.7672","","2011-23-08"
Furniture,"8/24/11",Corporate,1,"12.0848","","2011-24-08"
Office Supplies,"8/24/11",Corporate,1,"40.4202","","2011-24-08"
Furniture,"8/25/11",Corporate,1,"5.652","","2011-25-08"
Office Supplies,"8/25/11",Consumer,1,"215.9612","","2011-25-08"
Office Supplies,"8/25/11",Corporate,1,"100.80576","","2011-25-08"
Technology,"8/25/11",Consumer,1,"997.86456","","2011-25-08"
Technology,"8/25/11",Corporate,1,"88.443","","2011-25-08"
Furniture,"8/26/11",Consumer,1,"9.3984","","2011-26-08"
Office Supplies,"8/26/11",Consumer,1,"18.4408","","2011-26-08"
Office Supplies,"8/26/11",Home Office,1,"8.208","","2011-26-08"
Technology,"8/26/11",Home Office,1,"316.9669","","2011-26-08"
Furniture,"8/27/11",Corporate,1,"1,207.42","","2011-27-08"
Office Supplies,"8/27/11",Consumer,1,"43.3008","","2011-27-08"
Technology,"8/27/11",Consumer,1,"183.5928","","2011-27-08"
Technology,"8/27/11",Corporate,1,"562.5515","","2011-27-08"
Furniture,"8/29/11",Consumer,1,"177.53967","","2011-29-08"
Office Supplies,"8/29/11",Consumer,1,"583.13256","","2011-29-08"
Office Supplies,"8/29/11",Corporate,1,"113.4176","","2011-29-08"
Office Supplies,"8/30/11",Consumer,1,"117.6028","","2011-30-08"
Technology,"8/31/11",Consumer,1,"101.772","","2011-31-08"
Office Supplies,"9/1/11",Consumer,1,"101.1924","","2011-01-09"
Technology,"9/1/11",Consumer,1,"303.45","","2011-01-09"
Furniture,"9/2/11",Consumer,1,"60.1035","","2011-02-09"
Office Supplies,"9/2/11",Consumer,1,"1,907.81","","2011-02-09"
Technology,"9/2/11",Consumer,1,"708.7608","","2011-02-09"
Technology,"9/2/11",Corporate,1,"587.6955","","2011-02-09"
Office Supplies,"9/3/11",Consumer,1,"15.84","","2011-03-09"
Office Supplies,"9/3/11",Home Office,1,"8.3712","","2011-03-09"
Furniture,"9/5/11",Consumer,1,"31.02448","","2011-05-09"
Office Supplies,"9/5/11",Consumer,1,"256.3904","","2011-05-09"
Furniture,"9/6/11",Corporate,1,"42.2988","","2011-06-09"
Office Supplies,"9/6/11",Corporate,1,"57.8952","","2011-06-09"
Furniture,"9/7/11",Consumer,1,"932.3442","","2011-07-09"
Furniture,"9/7/11",Corporate,1,"45.75744","","2011-07-09"
Furniture,"9/7/11",Home Office,1,"792.655","","2011-07-09"
Office Supplies,"9/7/11",Consumer,1,"377.748","","2011-07-09"
Office Supplies,"9/7/11",Corporate,1,"190.72528","","2011-07-09"
Office Supplies,"9/7/11",Home Office,1,"74.40288","","2011-07-09"
Technology,"9/7/11",Consumer,1,"511.7892","","2011-07-09"
Technology,"9/7/11",Corporate,1,"457.83732","","2011-07-09"
Technology,"9/7/11",Home Office,1,"265.37576","","2011-07-09"
Furniture,"9/8/11",Consumer,1,"3,719.51","","2011-08-09"
Furniture,"9/8/11",Home Office,1,"169.30872","","2011-08-09"
Office Supplies,"9/8/11",Consumer,1,"1,500.54","","2011-08-09"
Office Supplies,"9/8/11",Corporate,1,"16.6122","","2011-08-09"
Office Supplies,"9/8/11",Home Office,1,"77.5768","","2011-08-09"
Technology,"9/8/11",Consumer,1,"7,364.94","","2011-08-09"
Technology,"9/8/11",Corporate,1,"113.3445","","2011-08-09"
Furniture,"9/9/11",Consumer,1,"16.94784","","2011-09-09"
Furniture,"9/9/11",Corporate,1,"683.7156","","2011-09-09"
Furniture,"9/9/11",Home Office,1,"65.52576","","2011-09-09"
Office Supplies,"9/9/11",Consumer,1,"123.5456","","2011-09-09"
Office Supplies,"9/9/11",Corporate,1,"1,609.60","","2011-09-09"
Office Supplies,"9/9/11",Home Office,1,"29.89152","","2011-09-09"
Technology,"9/9/11",Consumer,1,"1,485.21","","2011-09-09"
Furniture,"9/10/11",Consumer,1,"1,741.94","","2011-10-09"
Office Supplies,"9/10/11",Consumer,1,"104.68448","","2011-10-09"
Office Supplies,"9/10/11",Home Office,1,"8.4832","","2011-10-09"
Furniture,"9/11/11",Consumer,1,"117.714","","2011-11-09"
Furniture,"9/12/11",Consumer,1,"3,898.85","","2011-12-09"
Furniture,"9/12/11",Home Office,1,"34.8816","","2011-12-09"
Office Supplies,"9/12/11",Consumer,1,"58.7384","","2011-12-09"
Office Supplies,"9/12/11",Corporate,1,"155.94304","","2011-12-09"
Office Supplies,"9/12/11",Home Office,1,"600.2043","","2011-12-09"
Technology,"9/12/11",Corporate,1,"13.54224","","2011-12-09"
Technology,"9/12/11",Home Office,1,"110.8293","","2011-12-09"
Furniture,"9/13/11",Consumer,1,"15.609","","2011-13-09"
Furniture,"9/13/11",Home Office,1,"329.91252","","2011-13-09"
Office Supplies,"9/13/11",Consumer,1,"113.5197","","2011-13-09"
Office Supplies,"9/13/11",Corporate,1,"103.93088","","2011-13-09"
Technology,"9/13/11",Consumer,1,"750.687","","2011-13-09"
Furniture,"9/14/11",Consumer,1,"551.6398","","2011-14-09"
Furniture,"9/14/11",Corporate,1,"10.2588","","2011-14-09"
Office Supplies,"9/14/11",Consumer,1,"1,147.16","","2011-14-09"
Office Supplies,"9/14/11",Corporate,1,"99.69936","","2011-14-09"
Technology,"9/14/11",Consumer,1,"3,167.02","","2011-14-09"
Furniture,"9/15/11",Consumer,1,"14.8512","","2011-15-09"
Furniture,"9/15/11",Corporate,1,"106.01472","","2011-15-09"
Office Supplies,"9/15/11",Consumer,1,"15.5376","","2011-15-09"
Office Supplies,"9/16/11",Corporate,1,"28.5192","","2011-16-09"
Furniture,"9/17/11",Consumer,1,"35.34","","2011-17-09"
Office Supplies,"9/17/11",Consumer,1,"561.55194","","2011-17-09"
Office Supplies,"9/17/11",Home Office,1,"6.36336","","2011-17-09"
Technology,"9/17/11",Consumer,1,"116.43123","","2011-17-09"
Furniture,"9/19/11",Corporate,1,"836.08566","","2011-19-09"
Office Supplies,"9/19/11",Consumer,1,"72.73152","","2011-19-09"
Office Supplies,"9/19/11",Corporate,1,"97.6864","","2011-19-09"
Office Supplies,"9/19/11",Home Office,1,"5.2164","","2011-19-09"
Technology,"9/19/11",Consumer,1,"2,598.74","","2011-19-09"
Technology,"9/19/11",Corporate,1,"5,914.74","","2011-19-09"
Furniture,"9/20/11",Consumer,1,"2,672.33","","2011-20-09"
Office Supplies,"9/20/11",Consumer,1,"137.84","","2011-20-09"
Office Supplies,"9/20/11",Corporate,1,"12.05856","","2011-20-09"
Office Supplies,"9/20/11",Home Office,1,"65.43504","","2011-20-09"
Technology,"9/20/11",Consumer,1,"1,989.43","","2011-20-09"
Furniture,"9/21/11",Home Office,1,"7.2624","","2011-21-09"
Office Supplies,"9/21/11",Consumer,1,"233.1209","","2011-21-09"
Office Supplies,"9/21/11",Corporate,1,"68.0229","","2011-21-09"
Office Supplies,"9/21/11",Home Office,1,"101.1357","","2011-21-09"
Technology,"9/21/11",Consumer,1,"1,943.39","","2011-21-09"
Furniture,"9/22/11",Consumer,1,"670.19832","","2011-22-09"
Office Supplies,"9/22/11",Consumer,1,"238.71486","","2011-22-09"
Office Supplies,"9/22/11",Corporate,1,"338.16672","","2011-22-09"
Furniture,"9/23/11",Corporate,1,"427.27902","","2011-23-09"
Office Supplies,"9/23/11",Consumer,1,"10,083.97","","2011-23-09"
Office Supplies,"9/23/11",Corporate,1,"11.12","","2011-23-09"
Office Supplies,"9/23/11",Home Office,1,"50.57248","","2011-23-09"
Technology,"9/23/11",Corporate,1,"90.70272","","2011-23-09"
Office Supplies,"9/24/11",Consumer,1,"211.96","","2011-24-09"
Furniture,"9/25/11",Home Office,1,"324.575424","","2011-25-09"
Office Supplies,"9/25/11",Home Office,1,"59.24804","","2011-25-09"
Furniture,"9/26/11",Consumer,1,"155.75776","","2011-26-09"
Furniture,"9/26/11",Corporate,1,"19.70112","","2011-26-09"
Furniture,"9/26/11",Home Office,1,"521.14128","","2011-26-09"
Office Supplies,"9/26/11",Corporate,1,"165.26964","","2011-26-09"
Office Supplies,"9/26/11",Home Office,1,"375.3684","","2011-26-09"
Technology,"9/26/11",Consumer,1,"147.67104","","2011-26-09"
Technology,"9/26/11",Home Office,1,"3.40416","","2011-26-09"
Furniture,"9/27/11",Consumer,1,"591.8416","","2011-27-09"
Furniture,"9/27/11",Corporate,1,"84.0384","","2011-27-09"
Office Supplies,"9/27/11",Consumer,1,"81.98","","2011-27-09"
Furniture,"9/28/11",Consumer,1,"364.05504","","2011-28-09"
Office Supplies,"9/28/11",Corporate,1,"157.80012","","2011-28-09"
Furniture,"9/29/11",Consumer,1,"315.5208","","2011-29-09"
Furniture,"9/29/11",Corporate,1,"443.09664","","2011-29-09"
Furniture,"9/29/11",Home Office,1,"2,331.43","","2011-29-09"
Office Supplies,"9/29/11",Consumer,1,"2,625.85","","2011-29-09"
Office Supplies,"9/29/11",Corporate,1,"1,712.82","","2011-29-09"
Technology,"9/29/11",Consumer,1,"603.9616","","2011-29-09"
Furniture,"9/30/11",Corporate,1,"13.716","","2011-30-09"
Office Supplies,"9/30/11",Consumer,1,"189.26588","","2011-30-09"
Office Supplies,"9/30/11",Corporate,1,"755.6376","","2011-30-09"
Office Supplies,"10/1/11",Home Office,1,"4.5216","","2011-01-10"
Office Supplies,"10/2/11",Corporate,1,"43.05216","","2011-02-10"
Technology,"10/2/11",Corporate,1,"567.05472","","2011-02-10"
Furniture,"10/3/11",Consumer,1,"292.95555","","2011-03-10"
Furniture,"10/3/11",Corporate,1,"241.86344","","2011-03-10"
Office Supplies,"10/3/11",Consumer,1,"97.56196","","2011-03-10"
Office Supplies,"10/3/11",Home Office,1,"69.7928","","2011-03-10"
Technology,"10/3/11",Consumer,1,"146.76264","","2011-03-10"
Furniture,"10/4/11",Consumer,1,"636.5628","","2011-04-10"
Office Supplies,"10/4/11",Consumer,1,"130.97772","","2011-04-10"
Office Supplies,"10/5/11",Consumer,1,"95.5968","","2011-05-10"
Technology,"10/5/11",Consumer,1,"99.98","","2011-05-10"
Office Supplies,"10/6/11",Consumer,1,"88.9552","","2011-06-10"
Office Supplies,"10/6/11",Corporate,1,"389.649","","2011-06-10"
Technology,"10/6/11",Consumer,1,"9.999","","2011-06-10"
Furniture,"10/7/11",Home Office,1,"124.7232","","2011-07-10"
Office Supplies,"10/7/11",Corporate,1,"102.068","","2011-07-10"
Office Supplies,"10/8/11",Consumer,1,"120.2024","","2011-08-10"
Technology,"10/8/11",Consumer,1,"25.34976","","2011-08-10"
Office Supplies,"10/9/11",Consumer,1,"125.802","","2011-09-10"
Office Supplies,"10/9/11",Corporate,1,"85.21728","","2011-09-10"
Technology,"10/9/11",Consumer,1,"15.35232","","2011-09-10"
Furniture,"10/10/11",Home Office,1,"157.37832","","2011-10-10"
Office Supplies,"10/10/11",Consumer,1,"15.5244","","2011-10-10"
Office Supplies,"10/10/11",Corporate,1,"233.79336","","2011-10-10"
Office Supplies,"10/10/11",Home Office,1,"15.5856","","2011-10-10"
Technology,"10/10/11",Consumer,1,"90.77466","","2011-10-10"
Technology,"10/10/11",Corporate,1,"1,564.45","","2011-10-10"
Furniture,"10/11/11",Consumer,1,"437.90368","","2011-11-10"
Furniture,"10/11/11",Corporate,1,"9.7228","","2011-11-10"
Furniture,"10/11/11",Home Office,1,"68.5476","","2011-11-10"
Office Supplies,"10/11/11",Consumer,1,"460.14848","","2011-11-10"
Office Supplies,"10/11/11",Corporate,1,"7.2369","","2011-11-10"
Technology,"10/11/11",Home Office,1,"327.75","","2011-11-10"
Office Supplies,"10/12/11",Consumer,1,"39.5561","","2011-12-10"
Office Supplies,"10/12/11",Corporate,1,"20.9056","","2011-12-10"
Furniture,"10/13/11",Consumer,1,"1,415.42","","2011-13-10"
Furniture,"10/13/11",Corporate,1,"268.1182","","2011-13-10"
Office Supplies,"10/13/11",Consumer,1,"214.168","","2011-13-10"
Office Supplies,"10/13/11",Corporate,1,"22.95512","","2011-13-10"
Office Supplies,"10/13/11",Home Office,1,"359.4444","","2011-13-10"
Technology,"10/13/11",Consumer,1,"23.4598","","2011-13-10"
Technology,"10/13/11",Home Office,1,"19.7456","","2011-13-10"
Furniture,"10/14/11",Consumer,1,"1,677.68","","2011-14-10"
Office Supplies,"10/14/11",Consumer,1,"439.69052","","2011-14-10"
Office Supplies,"10/14/11",Corporate,1,"251.8252","","2011-14-10"
Technology,"10/14/11",Consumer,1,"2,089.88","","2011-14-10"
Furniture,"10/15/11",Consumer,1,"192.79332","","2011-15-10"
Office Supplies,"10/15/11",Consumer,1,"6.85248","","2011-15-10"
Office Supplies,"10/16/11",Consumer,1,"13.34736","","2011-16-10"
Technology,"10/16/11",Consumer,1,"154.7742","","2011-16-10"
Furniture,"10/17/11",Consumer,1,"4.62144","","2011-17-10"
Office Supplies,"10/17/11",Consumer,1,"11.4268","","2011-17-10"
Technology,"10/17/11",Consumer,1,"111.57768","","2011-17-10"
Furniture,"10/18/11",Corporate,1,"1,047.61","","2011-18-10"
Office Supplies,"10/18/11",Consumer,1,"58.23968","","2011-18-10"
Office Supplies,"10/18/11",Corporate,1,"457.13454","","2011-18-10"
Technology,"10/18/11",Corporate,1,"1,520.50","","2011-18-10"
Office Supplies,"10/19/11",Consumer,1,"12.4992","","2011-19-10"
Office Supplies,"10/19/11",Corporate,1,"162.14096","","2011-19-10"
Technology,"10/19/11",Corporate,1,"128.15784","","2011-19-10"
Technology,"10/19/11",Home Office,1,"344.06064","","2011-19-10"
Furniture,"10/20/11",Corporate,1,"338.4477","","2011-20-10"
Office Supplies,"10/20/11",Consumer,1,"211.96","","2011-20-10"
Office Supplies,"10/20/11",Corporate,1,"84.58272","","2011-20-10"
Office Supplies,"10/20/11",Home Office,1,"509.69996","","2011-20-10"
Technology,"10/20/11",Home Office,1,"278.37216","","2011-20-10"
Furniture,"10/21/11",Consumer,1,"380.9187","","2011-21-10"
Furniture,"10/21/11",Corporate,1,"650.452","","2011-21-10"
Office Supplies,"10/21/11",Consumer,1,"132.75328","","2011-21-10"
Office Supplies,"10/21/11",Corporate,1,"254.951","","2011-21-10"
Furniture,"10/22/11",Corporate,1,"124.7232","","2011-22-10"
Furniture,"10/22/11",Home Office,1,"84.4992","","2011-22-10"
Office Supplies,"10/24/11",Consumer,1,"43.8159","","2011-24-10"
Office Supplies,"10/24/11",Home Office,1,"10.05696","","2011-24-10"
Office Supplies,"10/25/11",Consumer,1,"12.87612","","2011-25-10"
Office Supplies,"10/25/11",Corporate,1,"42.49088","","2011-25-10"
Technology,"10/25/11",Consumer,1,"36.29064","","2011-25-10"
Furniture,"10/26/11",Consumer,1,"57.528","","2011-26-10"
Technology,"10/26/11",Consumer,1,"372.4412","","2011-26-10"
Office Supplies,"10/27/11",Home Office,1,"20.9808","","2011-27-10"
Furniture,"10/28/11",Corporate,1,"579.97812","","2011-28-10"
Office Supplies,"10/28/11",Corporate,1,"654.67212","","2011-28-10"
Technology,"10/28/11",Corporate,1,"224.4426","","2011-28-10"
Office Supplies,"10/29/11",Corporate,1,"72.8448","","2011-29-10"
Technology,"10/29/11",Consumer,1,"2,954.83","","2011-29-10"
Technology,"10/29/11",Corporate,1,"1.7226","","2011-29-10"
Furniture,"10/31/11",Consumer,1,"1,962.33","","2011-31-10"
Furniture,"10/31/11",Corporate,1,"1,458.25","","2011-31-10"
Office Supplies,"10/31/11",Consumer,1,"90.6853","","2011-31-10"
Office Supplies,"10/31/11",Corporate,1,"579.1903","","2011-31-10"
Technology,"10/31/11",Consumer,1,"697.79584","","2011-31-10"
Technology,"10/31/11",Corporate,1,"241.8336","","2011-31-10"
Technology,"10/31/11",Home Office,1,"80.9424","","2011-31-10"
Furniture,"11/1/11",Consumer,1,"31.9968","","2011-01-11"
Furniture,"11/1/11",Corporate,1,"58.3984","","2011-01-11"
Office Supplies,"11/1/11",Consumer,1,"1,105.75","","2011-01-11"
Office Supplies,"11/1/11",Corporate,1,"247.81056","","2011-01-11"
Office Supplies,"11/1/11",Home Office,1,"71.064","","2011-01-11"
