Category,Order Date,Segment,Number of Records,Sales Target,
Office Supplies,9/12/11,Home Office,1,600.2043,
Technology,9/12/11,Corporate,1,13.54224,
Technology,9/12/11,Home Office,1,110.8293,
Furniture,9/13/11,Consumer,1,15.609,
Furniture,9/13/11,Home Office,1,329.91252,
Office Supplies,9/13/11,Consumer,1,113.5197,
Office Supplies,9/13/11,Corporate,1,103.93088,
Technology,9/13/11,Consumer,1,750.687,
Furniture,9/14/11,Consumer,1,551.6398,
Furniture,9/14/11,Corporate,1,10.2588,
Office Supplies,9/14/11,Consumer,1,"1,147.16",
Office Supplies,9/14/11,Corporate,1,99.69936,
Technology,9/14/11,Consumer,1,"3,167.02",
Furniture,9/15/11,Consumer,1,14.8512,
Furniture,9/15/11,Corporate,1,106.01472,
Office Supplies,9/15/11,Consumer,1,15.5376,
Office Supplies,9/16/11,Corporate,1,28.5192,
Furniture,9/17/11,Consumer,1,35.34,
Office Supplies,9/17/11,Consumer,1,561.55194,
Office Supplies,9/17/11,Home Office,1,6.36336,
Technology,9/17/11,Consumer,1,116.43123,
Furniture,9/19/11,Corporate,1,836.08566,
Office Supplies,9/19/11,Consumer,1,72.73152,
Office Supplies,9/19/11,Corporate,1,97.6864,
Office Supplies,9/19/11,Home Office,1,5.2164,
Technology,9/19/11,Consumer,1,"2,598.74",
Technology,9/19/11,Corporate,1,"5,914.74",
Furniture,9/20/11,Consumer,1,"2,672.33",
Office Supplies,9/20/11,Consumer,1,137.84,
Office Supplies,9/20/11,Corporate,1,12.05856,
Office Supplies,9/20/11,Home Office,1,65.43504,
Technology,9/20/11,Consumer,1,"1,989.43",
Furniture,9/21/11,Home Office,1,7.2624,
Office Supplies,9/21/11,Consumer,1,233.1209,
Office Supplies,9/21/11,Corporate,1,68.0229,
Office Supplies,9/21/11,Home Office,1,101.1357,
Technology,9/21/11,Consumer,1,"1,943.39",
Furniture,9/22/11,Consumer,1,670.19832,
Office Supplies,9/22/11,Consumer,1,238.71486,
Office Supplies,9/22/11,Corporate,1,338.16672,
Furniture,9/23/11,Corporate,1,427.27902,
Office Supplies,9/23/11,Consumer,1,"10,083.97",
Office Supplies,9/23/11,Corporate,1,11.12,
Office Supplies,9/23/11,Home Office,1,50.57248,
Technology,9/23/11,Corporate,1,90.70272,
Office Supplies,9/24/11,Consumer,1,211.96,
Furniture,9/25/11,Home Office,1,324.575424,
Office Supplies,9/25/11,Home Office,1,59.24804,
Furniture,9/26/11,Consumer,1,155.75776,
Furniture,9/26/11,Corporate,1,19.70112,
Furniture,9/26/11,Home Office,1,521.14128,
Office Supplies,9/26/11,Corporate,1,165.26964,
Office Supplies,9/26/11,Home Office,1,375.3684,
Technology,9/26/11,Consumer,1,147.67104,
Technology,9/26/11,Home Office,1,3.40416,
Furniture,9/27/11,Consumer,1,591.8416,
Furniture,9/27/11,Corporate,1,84.0384,
Office Supplies,9/27/11,Consumer,1,81.98,
Furniture,9/28/11,Consumer,1,364.05504,
Office Supplies,9/28/11,Corporate,1,157.80012,
Furniture,9/29/11,Consumer,1,315.5208,
Furniture,9/29/11,Corporate,1,443.09664,
Furniture,9/29/11,Home Office,1,"2,331.43",
Office Supplies,9/29/11,Consumer,1,"2,625.85",
Office Supplies,9/29/11,Corporate,1,"1,712.82",
Technology,9/29/11,Consumer,1,603.9616,
Furniture,9/30/11,Corporate,1,13.716,
Office Supplies,9/30/11,Consumer,1,189.26588,
Office Supplies,9/30/11,Corporate,1,755.6376,
Office Supplies,10/1/11,Home Office,1,4.5216,
Office Supplies,10/2/11,Corporate,1,43.05216,
Technology,10/2/11,Corporate,1,567.05472,
Furniture,10/3/11,Consumer,1,292.95555,
Furniture,10/3/11,Corporate,1,241.86344,
Office Supplies,10/3/11,Consumer,1,97.56196,
Office Supplies,10/3/11,Home Office,1,69.7928,
Technology,10/3/11,Consumer,1,146.76264,
Furniture,10/4/11,Consumer,1,636.5628,
Office Supplies,10/4/11,Consumer,1,130.97772,
Office Supplies,10/5/11,Consumer,1,95.5968,
Technology,10/5/11,Consumer,1,99.98,
Office Supplies,10/6/11,Consumer,1,88.9552,
Office Supplies,10/6/11,Corporate,1,389.649,
Technology,10/6/11,Consumer,1,9.999,
Furniture,10/7/11,Home Office,1,124.7232,
Office Supplies,10/7/11,Corporate,1,102.068,
Office Supplies,10/8/11,Consumer,1,120.2024,
Technology,10/8/11,Consumer,1,25.34976,
Office Supplies,10/9/11,Consumer,1,125.802,
Office Supplies,10/9/11,Corporate,1,85.21728,
Technology,10/9/11,Consumer,1,15.35232,
Furniture,10/10/11,Home Office,1,157.37832,
Office Supplies,10/10/11,Consumer,1,15.5244,
Office Supplies,10/10/11,Corporate,1,233.79336,
Office Supplies,10/10/11,Home Office,1,15.5856,
Technology,10/10/11,Consumer,1,90.77466,
Technology,10/10/11,Corporate,1,"1,564.45",
Furniture,10/11/11,Consumer,1,437.90368,
Furniture,10/11/11,Corporate,1,9.7228,
Furniture,10/11/11,Home Office,1,68.5476,
Office Supplies,10/11/11,Consumer,1,460.14848,
Office Supplies,10/11/11,Corporate,1,7.2369,
Technology,10/11/11,Home Office,1,327.75,
Office Supplies,10/12/11,Consumer,1,39.5561,
Office Supplies,10/12/11,Corporate,1,20.9056,
Furniture,10/13/11,Consumer,1,"1,415.42",
Furniture,10/13/11,Corporate,1,268.1182,
Office Supplies,10/13/11,Consumer,1,214.168,
Office Supplies,10/13/11,Corporate,1,22.95512,
Office Supplies,10/13/11,Home Office,1,359.4444,
Technology,10/13/11,Consumer,1,23.4598,
Technology,10/13/11,Home Office,1,19.7456,
Furniture,10/14/11,Consumer,1,"1,677.68",
Office Supplies,10/14/11,Consumer,1,439.69052,
Office Supplies,10/14/11,Corporate,1,251.8252,
Technology,10/14/11,Consumer,1,"2,089.88",
Furniture,10/15/11,Consumer,1,192.79332,
Office Supplies,10/15/11,Consumer,1,6.85248,
Office Supplies,10/16/11,Consumer,1,13.34736,
Technology,10/16/11,Consumer,1,154.7742,
Furniture,10/17/11,Consumer,1,4.62144,
Office Supplies,10/17/11,Consumer,1,11.4268,
Technology,10/17/11,Consumer,1,111.57768,
Furniture,10/18/11,Corporate,1,"1,047.61",
Office Supplies,10/18/11,Consumer,1,58.23968,
Office Supplies,10/18/11,Corporate,1,457.13454,
Technology,10/18/11,Corporate,1,"1,520.50",
Office Supplies,10/19/11,Consumer,1,12.4992,
Office Supplies,10/19/11,Corporate,1,162.14096,
Technology,10/19/11,Corporate,1,128.15784,
Technology,10/19/11,Home Office,1,344.06064,
Furniture,10/20/11,Corporate,1,338.4477,
Office Supplies,10/20/11,Consumer,1,211.96,
Office Supplies,10/20/11,Corporate,1,84.58272,
Office Supplies,10/20/11,Home Office,1,509.69996,
Technology,10/20/11,Home Office,1,278.37216,
Furniture,10/21/11,Consumer,1,380.9187,
Furniture,10/21/11,Corporate,1,650.452,
Office Supplies,10/21/11,Consumer,1,132.75328,
Office Supplies,10/21/11,Corporate,1,254.951,
Furniture,10/22/11,Corporate,1,124.7232,
Furniture,10/22/11,Home Office,1,84.4992,
Office Supplies,10/24/11,Consumer,1,43.8159,
Office Supplies,10/24/11,Home Office,1,10.05696,
Office Supplies,10/25/11,Consumer,1,12.87612,
Office Supplies,10/25/11,Corporate,1,42.49088,
Technology,10/25/11,Consumer,1,36.29064,
Furniture,10/26/11,Consumer,1,57.528,
Technology,10/26/11,Consumer,1,372.4412,
Office Supplies,10/27/11,Home Office,1,20.9808,
Furniture,10/28/11,Corporate,1,579.97812,
Office Supplies,10/28/11,Corporate,1,654.67212,
Technology,10/28/11,Corporate,1,224.4426,
Office Supplies,10/29/11,Corporate,1,72.8448,
Technology,10/29/11,Consumer,1,"2,954.83",
Technology,10/29/11,Corporate,1,1.7226,
Furniture,10/31/11,Consumer,1,"1,962.33",
Furniture,10/31/11,Corporate,1,"1,458.25",
Office Supplies,10/31/11,Consumer,1,90.6853,
Office Supplies,10/31/11,Corporate,1,579.1903,
Technology,10/31/11,Consumer,1,697.79584,
Technology,10/31/11,Corporate,1,241.8336,
Technology,10/31/11,Home Office,1,80.9424,
Furniture,11/1/11,Consumer,1,31.9968,
Furniture,11/1/11,Corporate,1,58.3984,
Office Supplies,11/1/11,Consumer,1,"1,105.75",
Office Supplies,11/1/11,Corporate,1,247.81056,
Office Supplies,11/1/11,Home Office,1,71.064,
Technology,11/1/11,Consumer,1,"1,840.35",
Technology,11/1/11,Corporate,1,920.1096,
Furniture,11/2/11,Consumer,1,98.274,
Office Supplies,11/2/11,Consumer,1,412.85178,
Technology,11/2/11,Consumer,1,638.31328,
Technology,11/2/11,Corporate,1,100.41592,
Technology,11/2/11,Home Office,1,839.916,
Furniture,11/3/11,Consumer,1,"1,219.85",
Office Supplies,11/3/11,Consumer,1,574.9069,
Office Supplies,11/3/11,Corporate,1,5.76,
Office Supplies,11/3/11,Home Office,1,6.3168,
Technology,11/3/11,Consumer,1,729.0828,
Technology,11/3/11,Corporate,1,83.6721,
Furniture,11/4/11,Consumer,1,615.15868,
Furniture,11/4/11,Home Office,1,116.85852,
Office Supplies,11/4/11,Consumer,1,36.41088,
Office Supplies,11/4/11,Corporate,1,73.0338,
Office Supplies,11/4/11,Home Office,1,95.634,
Technology,11/4/11,Consumer,1,"1,181.17",
Technology,11/4/11,Home Office,1,"4,118.85",
Furniture,11/5/11,Consumer,1,427.70268,
Furniture,11/5/11,Home Office,1,18.2364,
Office Supplies,11/5/11,Consumer,1,"1,126.09",
Technology,11/5/11,Consumer,1,100.07816,
Technology,11/5/11,Home Office,1,44.9226,
Office Supplies,11/6/11,Consumer,1,40.1856,
Furniture,11/7/11,Consumer,1,744.62696,
Office Supplies,11/7/11,Consumer,1,553.96,
Office Supplies,11/7/11,Corporate,1,137.86298,
Technology,11/8/11,Consumer,1,363.59784,
Furniture,11/9/11,Consumer,1,238.25262,
Furniture,11/9/11,Home Office,1,51.9984,
Office Supplies,11/9/11,Consumer,1,508.2084,
Technology,11/9/11,Consumer,1,668.7696,
Furniture,11/10/11,Consumer,1,683.3008,
Office Supplies,11/10/11,Consumer,1,740.3401,
Technology,11/10/11,Consumer,1,569.64918,
Furniture,11/11/11,Consumer,1,"1,342.44",
Furniture,11/11/11,Corporate,1,524.09088,
Office Supplies,11/11/11,Consumer,1,"1,813.12",
Office Supplies,11/11/11,Corporate,1,"2,179.96",
Office Supplies,11/11/11,Home Office,1,409.27,
Technology,11/11/11,Consumer,1,987.6256,
Technology,11/11/11,Corporate,1,87.8318,
Technology,11/11/11,Home Office,1,501.05736,
Furniture,11/12/11,Consumer,1,556.0632,
Furniture,11/12/11,Corporate,1,67.9932,
Office Supplies,11/12/11,Consumer,1,61.592,
Office Supplies,11/12/11,Corporate,1,69.8368,
Technology,11/12/11,Consumer,1,115.1856,
Technology,11/12/11,Corporate,1,67.5852,
Furniture,11/14/11,Home Office,1,64.41552,
Office Supplies,11/14/11,Consumer,1,102.4488,
Office Supplies,11/14/11,Corporate,1,21.35808,
Office Supplies,11/14/11,Home Office,1,11.928,
Technology,11/14/11,Consumer,1,866.2472,
Furniture,11/15/11,Consumer,1,9.6045,
Office Supplies,11/15/11,Consumer,1,898.43572,
Office Supplies,11/15/11,Corporate,1,11.2785,
Technology,11/15/11,Consumer,1,803.3688,
Furniture,11/16/11,Consumer,1,38.41488,
Furniture,11/16/11,Corporate,1,275.37705,
Office Supplies,11/16/11,Corporate,1,367.6365,
Office Supplies,11/16/11,Home Office,1,274.654,
Technology,11/16/11,Corporate,1,79.16832,
Technology,11/16/11,Home Office,1,279.4392,
Furniture,11/17/11,Consumer,1,"4,152.54",
Furniture,11/17/11,Corporate,1,121.9218,
Furniture,11/17/11,Home Office,1,508.694,
Office Supplies,11/17/11,Consumer,1,"2,259.20",
Office Supplies,11/17/11,Corporate,1,"4,086.49",
Office Supplies,11/17/11,Home Office,1,36.8508,
Technology,11/17/11,Corporate,1,108.9782,
Furniture,11/18/11,Consumer,1,893.80992,
Furniture,11/18/11,Corporate,1,"1,285.89",
Office Supplies,11/18/11,Consumer,1,511.38451,
Office Supplies,11/18/11,Corporate,1,112.9349,
Technology,11/18/11,Consumer,1,527.56992,
Furniture,11/19/11,Corporate,1,892.5156,
Office Supplies,11/19/11,Consumer,1,210.102,
Office Supplies,11/19/11,Corporate,1,260.2724,
Office Supplies,11/19/11,Home Office,1,179.2128,
Technology,11/19/11,Consumer,1,"4,439.23",
Technology,11/19/11,Home Office,1,600.9608,
Office Supplies,11/20/11,Corporate,1,79.5096,
Technology,11/20/11,Corporate,1,833.94,
Office Supplies,11/21/11,Corporate,1,910.55016,
Office Supplies,11/21/11,Home Office,1,6.3168,
Technology,11/21/11,Corporate,1,295.8015,
Technology,11/21/11,Home Office,1,91.1904,
Office Supplies,11/22/11,Consumer,1,62.57044,
Office Supplies,11/22/11,Corporate,1,"1,084.20",
Office Supplies,11/22/11,Home Office,1,10.2794,
Furniture,11/23/11,Consumer,1,965.6528,
Furniture,11/23/11,Corporate,1,171.4444,
Office Supplies,11/23/11,Consumer,1,55.78326,
Office Supplies,11/23/11,Corporate,1,100.86336,
Office Supplies,11/23/11,Home Office,1,24.864,
Technology,11/23/11,Consumer,1,30.2899,
Technology,11/23/11,Corporate,1,5.93208,
Furniture,11/24/11,Consumer,1,313.752,
Furniture,11/24/11,Corporate,1,537.73104,
Furniture,11/24/11,Home Office,1,97.812,
Office Supplies,11/24/11,Consumer,1,629.35928,
Office Supplies,11/24/11,Corporate,1,"1,279.30",
Office Supplies,11/24/11,Home Office,1,5.91426,
Technology,11/24/11,Consumer,1,"1,372.04",
Technology,11/24/11,Corporate,1,"1,049.97",
Furniture,11/25/11,Consumer,1,801.65312,
Furniture,11/25/11,Corporate,1,"1,336.12",
Furniture,11/25/11,Home Office,1,284.23056,
Office Supplies,11/25/11,Consumer,1,54.94864,
Office Supplies,11/25/11,Corporate,1,390.348,
Office Supplies,11/25/11,Home Office,1,"1,185.00",
Technology,11/25/11,Consumer,1,485.928,
Technology,11/25/11,Corporate,1,26.64576,
Furniture,11/26/11,Consumer,1,19.107,
Office Supplies,11/26/11,Consumer,1,704.59972,
Office Supplies,11/26/11,Corporate,1,57.0452,
Office Supplies,11/26/11,Home Office,1,81.98,
Technology,11/26/11,Consumer,1,782.94264,
Furniture,11/27/11,Corporate,1,217.891,
Office Supplies,11/27/11,Consumer,1,3.8352,
Furniture,11/28/11,Corporate,1,381.696,
Furniture,11/28/11,Home Office,1,411.332,
Office Supplies,11/28/11,Consumer,1,65.77026,
Office Supplies,11/28/11,Corporate,1,227.5484,
Office Supplies,11/28/11,Home Office,1,53.636,
Technology,11/28/11,Consumer,1,"1,059.07",
Office Supplies,11/29/11,Consumer,1,53.24,
Office Supplies,11/29/11,Corporate,1,12.49776,
Technology,11/29/11,Consumer,1,570.1608,
Office Supplies,11/30/11,Consumer,1,113.58016,
Office Supplies,11/30/11,Corporate,1,7.17336,
Technology,11/30/11,Consumer,1,102.24,
Furniture,12/1/11,Consumer,1,"3,609.18",
Furniture,12/1/11,Corporate,1,734.72322,
Office Supplies,12/1/11,Consumer,1,88.73296,
Technology,12/1/11,Consumer,1,894.23472,
Furniture,12/2/11,Consumer,1,928.116,
Furniture,12/2/11,Corporate,1,422.8128,
Office Supplies,12/2/11,Consumer,1,42.23804,
Office Supplies,12/2/11,Corporate,1,168.94008,
Technology,12/2/11,Consumer,1,119.96,
Technology,12/2/11,Corporate,1,129.5225,
Office Supplies,12/3/11,Corporate,1,28.2528,
Technology,12/3/11,Consumer,1,523.1564,
Technology,12/4/11,Corporate,1,119.5816,
Office Supplies,12/5/11,Consumer,1,398.286,
Office Supplies,12/5/11,Corporate,1,"1,714.61",
Technology,12/5/11,Corporate,1,785.4561,
Furniture,12/6/11,Consumer,1,498.9324,
Office Supplies,12/6/11,Consumer,1,132.98024,
Office Supplies,12/6/11,Corporate,1,"1,084.74",
Technology,12/6/11,Consumer,1,36.0912,
Office Supplies,12/7/11,Consumer,1,123.2928,
Office Supplies,12/7/11,Home Office,1,390.816,
Furniture,12/8/11,Consumer,1,585.8024,
Furniture,12/8/11,Corporate,1,121.7064,
Office Supplies,12/8/11,Consumer,1,148.66944,
Office Supplies,12/8/11,Corporate,1,65.24928,
Technology,12/8/11,Consumer,1,145.638,
Office Supplies,12/9/11,Consumer,1,32.2056,
Office Supplies,12/9/11,Corporate,1,416.12404,
Technology,12/9/11,Consumer,1,982.77816,
Furniture,12/10/11,Corporate,1,348.50256,
Office Supplies,12/10/11,Consumer,1,100.0484,
Office Supplies,12/10/11,Corporate,1,124.3168,
Furniture,12/12/11,Consumer,1,"4,554.73",
Office Supplies,12/12/11,Consumer,1,34.0326,
Office Supplies,12/12/11,Corporate,1,189.3528,
Furniture,12/13/11,Corporate,1,193.33128,
Office Supplies,12/13/11,Consumer,1,87.5704,
Office Supplies,12/13/11,Corporate,1,19.18836,
Furniture,12/14/11,Consumer,1,277.63724,
Office Supplies,12/14/11,Consumer,1,11.36768,
Office Supplies,12/14/11,Corporate,1,8.89344,
Technology,12/14/11,Consumer,1,"6,423.06",
Furniture,12/15/11,Consumer,1,792.5232,
Furniture,12/15/11,Corporate,1,467.97638,
Technology,12/15/11,Consumer,1,44.3412,
Furniture,12/16/11,Consumer,1,91.81244,
Furniture,12/16/11,Corporate,1,"2,345.22",
Furniture,12/16/11,Home Office,1,248.84436,
Office Supplies,12/16/11,Consumer,1,31.57056,
Office Supplies,12/16/11,Corporate,1,117.351,
Technology,12/16/11,Consumer,1,461.9428,
Technology,12/16/11,Home Office,1,"1,001.72",
Office Supplies,12/17/11,Consumer,1,49.63206,
Furniture,12/19/11,Consumer,1,"1,601.48",
Office Supplies,12/19/11,Consumer,1,210.85614,
Office Supplies,12/19/11,Corporate,1,37.17,
Technology,12/19/11,Consumer,1,491.72736,
Technology,12/19/11,Corporate,1,691.62216,
Furniture,12/20/11,Consumer,1,975.8408,
Furniture,12/20/11,Corporate,1,188.34228,
Furniture,12/20/11,Home Office,1,"2,537.61",
Office Supplies,12/20/11,Consumer,1,"2,152.48",
Office Supplies,12/20/11,Home Office,1,186.6379,
Technology,12/20/11,Consumer,1,556.092,
Furniture,12/21/11,Consumer,1,"1,651.19",
Office Supplies,12/21/11,Consumer,1,17.4528,
Office Supplies,12/21/11,Home Office,1,18.9696,
Office Supplies,12/22/11,Consumer,1,265.84608,
Office Supplies,12/22/11,Home Office,1,559.29208,
Furniture,12/23/11,Consumer,1,55.71424,
Furniture,12/23/11,Corporate,1,46.91808,
Office Supplies,12/23/11,Consumer,1,670.82752,
Office Supplies,12/23/11,Corporate,1,62.93808,
Furniture,12/24/11,Consumer,1,28.2348,
Furniture,12/24/11,Corporate,1,257.19936,
Furniture,12/24/11,Home Office,1,25.9092,
Office Supplies,12/24/11,Consumer,1,20.71344,
Office Supplies,12/24/11,Corporate,1,155.7174,
Office Supplies,12/24/11,Home Office,1,347.893,
Technology,12/24/11,Home Office,1,"1,139.27",
Furniture,12/26/11,Consumer,1,3.132,
Furniture,12/26/11,Corporate,1,711.664,
Furniture,12/26/11,Home Office,1,582.54126,
Office Supplies,12/26/11,Consumer,1,568.34712,
Office Supplies,12/26/11,Corporate,1,117.59304,
Furniture,12/27/11,Consumer,1,467.8632,
Furniture,12/27/11,Home Office,1,782.55828,
Office Supplies,12/27/11,Consumer,1,"1,112.76",
Office Supplies,12/27/11,Corporate,1,20.5712,
Office Supplies,12/27/11,Home Office,1,110.58258,
Technology,12/27/11,Corporate,1,547.8,
Office Supplies,12/28/11,Consumer,1,"1,154.97",
Office Supplies,12/28/11,Corporate,1,"2,870.09",
Furniture,12/29/11,Consumer,1,39.75552,
Furniture,12/29/11,Corporate,1,102.1422,
Furniture,12/29/11,Home Office,1,8.91072,
Office Supplies,12/29/11,Consumer,1,175.509,
Office Supplies,12/29/11,Corporate,1,291.62748,
Technology,12/29/11,Consumer,1,477.65632,
Technology,12/29/11,Corporate,1,902.33232,
Furniture,12/30/11,Corporate,1,481.86288,
Office Supplies,12/30/11,Consumer,1,217.2676,
Office Supplies,12/30/11,Corporate,1,571.32405,
Technology,12/30/11,Consumer,1,30.48512,
Technology,12/30/11,Corporate,1,778.60336,
Furniture,12/31/11,Corporate,1,"1,337.46",
Furniture,12/31/11,Home Office,1,"1,041.37",
Office Supplies,12/31/11,Corporate,1,90.29616,
Office Supplies,12/31/11,Home Office,1,231.638,
Technology,12/31/11,Corporate,1,70.778,
Technology,12/31/11,Home Office,1,"2,391.60",
Furniture,1/2/12,Corporate,1,434.352,
Office Supplies,1/2/12,Corporate,1,143.2524,
Technology,1/2/12,Corporate,1,"1,166.29",
Furniture,1/3/12,Consumer,1,"1,176.59",
Office Supplies,1/3/12,Consumer,1,7.19712,
Office Supplies,1/3/12,Corporate,1,9.02016,
Technology,1/3/12,Consumer,1,362.544,
Furniture,1/4/12,Corporate,1,209.5198,
Office Supplies,1/4/12,Corporate,1,66.4608,
Furniture,1/5/12,Home Office,1,60.96816,
Office Supplies,1/5/12,Corporate,1,94.6764,
Office Supplies,1/5/12,Home Office,1,132.0384,
Office Supplies,1/6/12,Corporate,1,31.22262,
Office Supplies,1/9/12,Consumer,1,356.7886,
Furniture,1/10/12,Consumer,1,967.1988,
Office Supplies,1/12/12,Corporate,1,404.2158,
Technology,1/12/12,Corporate,1,360.1127,
Furniture,1/13/12,Consumer,1,471.9315,
Office Supplies,1/13/12,Consumer,1,71.40816,
Office Supplies,1/13/12,Corporate,1,9.7218,
Furniture,1/17/12,Home Office,1,259.83888,
Office Supplies,1/17/12,Consumer,1,95.1872,
Office Supplies,1/17/12,Corporate,1,6.8804,
Furniture,1/19/12,Consumer,1,265.53296,
Office Supplies,1/23/12,Home Office,1,40.1672,
Office Supplies,1/24/12,Home Office,1,11.5456,
Office Supplies,1/26/12,Corporate,1,158.9664,
Furniture,1/27/12,Consumer,1,"2,806.75",
Technology,1/27/12,Consumer,1,552.10524,
Furniture,1/28/12,Consumer,1,"4,082.76",
Furniture,1/30/12,Consumer,1,213.7184,
Office Supplies,1/30/12,Consumer,1,12.8736,
Technology,1/30/12,Consumer,1,"1,631.98",
Furniture,1/31/12,Consumer,1,45.8724,
Office Supplies,1/31/12,Consumer,1,41.328,
Furniture,2/3/12,Consumer,1,31.24,
Furniture,2/3/12,Corporate,1,250.5822,
Office Supplies,2/3/12,Consumer,1,77.5008,
Office Supplies,2/3/12,Corporate,1,12.02256,
Technology,2/3/12,Consumer,1,127.4745,
Furniture,2/6/12,Consumer,1,"1,459.58",
Office Supplies,2/6/12,Consumer,1,699.74698,
Office Supplies,2/6/12,Corporate,1,174.6336,
Technology,2/6/12,Consumer,1,17.97216,
Office Supplies,2/7/12,Corporate,1,298.1812,
Office Supplies,2/8/12,Consumer,1,21.5322,
Technology,2/8/12,Consumer,1,97.1838,
Furniture,2/9/12,Consumer,1,216.1552,
Furniture,2/9/12,Corporate,1,34.6664,
Office Supplies,2/9/12,Corporate,1,38.49216,
Technology,2/9/12,Consumer,1,527.9472,
Technology,2/9/12,Corporate,1,20.384,
Office Supplies,2/10/12,Corporate,1,74.1504,
Office Supplies,2/14/12,Consumer,1,61.49484,
Technology,2/14/12,Consumer,1,878.87528,
Office Supplies,2/15/12,Consumer,1,539.6328,
Technology,2/15/12,Corporate,1,945.653,
Office Supplies,2/16/12,Consumer,1,134.514,
Office Supplies,2/16/12,Corporate,1,34.086,
Furniture,2/18/12,Consumer,1,33.41136,
Office Supplies,2/18/12,Consumer,1,56.7858,
Office Supplies,2/18/12,Corporate,1,9.5172,
Office Supplies,2/20/12,Consumer,1,309.7332,
Technology,2/20/12,Consumer,1,30.5898,
Office Supplies,2/21/12,Consumer,1,"2,306.08",
Office Supplies,2/22/12,Home Office,1,85.7088,
Office Supplies,2/23/12,Home Office,1,32.48736,
Office Supplies,2/25/12,Consumer,1,22.5069,
Furniture,2/27/12,Corporate,1,503.7984,
